Bee_ID	location	population	latitude	longitude	collection_date	collection_time	collection_note	feral_nest	publication	wing_image_file	wing_length_cm	est_coverage	A	C	M
Pop380_Ind5	Burundi	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	380-5-21.bmp	0.792120700238613	NA	NA	NA	NA
Pop180_Ind1	Kenya	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	180-1-21.bmp	0.799365237605133	NA	NA	NA	NA
Pop861_Ind1	Kenya	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	861-1-21.bmp	0.785963843466301	NA	NA	NA	NA
Pop160_Ind1	Rhodesia (Zimbabwe)	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	160-1-21.bmp	0.787391520399011	NA	NA	NA	NA
Pop615_Ind1	South Africa	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	615-1-25.bmp	0.805682092654387	NA	NA	NA	NA
Pop616_Ind1	South Africa	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	616-1-25.bmp	0.792922230068292	NA	NA	NA	NA
Pop1272_Ind1	Tanzania	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	1272-1-21.bmp	0.784083863712237	NA	NA	NA	NA
Pop1274_Ind1	Tanzania	A	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	1274-1-21.bmp	0.782022347451643	NA	NA	NA	NA
Pop204_Ind1	Austria	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	204-1-6.bmp	0.880405903321041	NA	NA	NA	NA
Pop674_Ind1	Austria	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	674-1-6.bmp	0.873796743727375	NA	NA	NA	NA
Pop676_Ind1	Austria	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	676-1-6.bmp	0.858684598781244	NA	NA	NA	NA
Pop679_Ind2	Austria	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	679-2-6.bmp	0.86238763582546	NA	NA	NA	NA
Pop685_Ind3	Austria	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	685-3-6.bmp	0.885481233279026	NA	NA	NA	NA
Pop252_Ind5	Hungary	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	252-5-6.bmp	0.829272607833454	NA	NA	NA	NA
Pop258_Ind1	Hungary	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	258-1-6.bmp	0.846761650259151	NA	NA	NA	NA
Pop120_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	120-1-9.bmp	0.835058699367853	NA	NA	NA	NA
Pop121_Ind5	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	121-5-9.bmp	0.855875398264942	NA	NA	NA	NA
Pop262_Ind5	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	262-5-9.bmp	0.852498511554491	NA	NA	NA	NA
Pop644_Ind3	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	644-3-9.bmp	0.853166196671728	NA	NA	NA	NA
Pop914_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	914-1-9.bmp	0.825458802751355	NA	NA	NA	NA
Pop915_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	915-1-9.bmp	0.852164668995872	NA	NA	NA	NA
Pop917_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	917-1-9.bmp	0.843697067877731	NA	NA	NA	NA
Pop919_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	919-1-9.bmp	0.830463364240693	NA	NA	NA	NA
Pop920_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	920-1-9.bmp	0.824843424763118	NA	NA	NA	NA
Pop924_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	924-1-9.bmp	0.830266443284457	NA	NA	NA	NA
Pop925_Ind1	Italy	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	925-1-9.bmp	0.854070802314437	NA	NA	NA	NA
Pop247_Ind5	Romania	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	247-5-6.bmp	0.852861584567551	NA	NA	NA	NA
Pop256_Ind1	Romania	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	256-1-6.bmp	0.839630957820454	NA	NA	NA	NA
Pop434_Ind5	Yugoslavia (Croatia)	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	434-5-6.bmp	0.850720069168486	NA	NA	NA	NA
Pop220_Ind1	Yugoslavia (Serbia)	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	220-1-6.bmp	0.850260074122279	NA	NA	NA	NA
Pop225_Ind1	Yugoslavia (Serbia)	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	225-1-6.bmp	0.855436941448323	NA	NA	NA	NA
Pop227_Ind1	Yugoslavia (Serbia)	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	227-1-6.bmp	0.841349400852606	NA	NA	NA	NA
Pop216_Ind1	Yugoslavia (Slovenia)	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	216-1-6.bmp	0.855646169964324	NA	NA	NA	NA
Pop670_Ind1	Yugoslavia (Slovenia)	C	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	670-1-6.bmp	0.836746373500593	NA	NA	NA	NA
Pop308_Ind1	Austria	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	308-1-1.bmp	0.875429033841174	NA	NA	NA	NA
Pop1357_Ind1	England	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	1357-1-1.bmp	0.843097074339199	NA	NA	NA	NA
Pop562_Ind5	England	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	562-5-1.bmp	0.858564600073538	NA	NA	NA	NA
Pop563_Ind1	England	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	563-1-1.bmp	0.829543374148278	NA	NA	NA	NA
Pop1794_Ind1	France	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	1794-1-1.bmp	0.870439856801542	NA	NA	NA	NA
Pop401_Ind1	France	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	401-1-1.bmp	0.840675561955487	NA	NA	NA	NA
Pop1448_Ind1	Norway	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	1448-1-1.bmp	0.877584395244974	NA	NA	NA	NA
Pop397_Ind5	Norway	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	397-5-1.bmp	0.862881476661021	NA	NA	NA	NA
Pop398_Ind5	Norway	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	398-5-1.bmp	0.834434090709792	NA	NA	NA	NA
Pop399_Ind1	Norway	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	399-1-1.bmp	0.867302967506504	NA	NA	NA	NA
Pop390_Ind1	Russia	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	390-1-1.bmp	0.871669074333046	NA	NA	NA	NA
Pop392_Ind1	Russia	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	392-1-1.bmp	0.849918539338807	NA	NA	NA	NA
Pop458_Ind5	Spain	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	458-5-2.bmp	0.838163281318509	NA	NA	NA	NA
Pop468_Ind6	Spain	M	NA	NA	NA	NA	NA	NA	Published in Ruttner 1988, Oberursel Collection, Germany	468-6-2.bmp	0.8392309621281	NA	NA	NA	NA
