Bee_ID	location	population	latitude	longitude	collection_date	collection_time	collection_note	feral_nest	publication	wing_image_file	wing_length_cm	est_coverage	A	C	M
AR0115	Argentina	AR01	-36.2433333333333	-61.1127777777778	2018-01-24	9:41	foraging on vegetation	FALSE	This study	RW-Z-AR0115-05-30-19.JPG	0.870169462884563	8.949	0.0553067412190294	0.689987037168226	0.254706221612745
AR0110	Argentina	AR01	-36.2375	-61.1325	2018-01-23	20:20	foraging on vegetation	FALSE	This study	RW-G-AR0110-05-01-19.JPG	0.817802020082385	5.057	0.0305445499636326	0.787565466417952	0.181889983618415
AR0108	Argentina	AR01	-36.2313888888889	-61.1733333333333	2018-01-23	20:05	foraging on vegetation	FALSE	This study	LW-X-AR0108-05-15-19.JPG	0.896788068167262	4.296	0.0384069927635832	0.720432128998374	0.241160878238042
AR0109	Argentina	AR01	-36.2280555555556	-61.1472222222222	2018-01-23	20:13	foraging on vegetation	FALSE	This study	RW-W-AR0109-05-30-19.JPG	0.883625008965796	6.979	0.0523350282007458	0.725834135586536	0.221830836212719
AR0113	Argentina	AR01	-36.2255555555556	-61.1052777777778	2018-01-24	9:17	foraging on vegetation	FALSE	This study	RW-U-AR0113-05-30-19.JPG	0.891000454164774	5.342	0.0495241213816207	0.71554404003871	0.23493183857967
AR0111	Argentina	AR01	-36.2244444444444	-61.1233333333333	2018-01-24	8:58	foraging on vegetation	FALSE	This study	RW-C-AR0111-01-25-20.JPG	0.836247682908059	6.081	0.0651052961357981	0.721160766127597	0.213733937736605
AR0105	Argentina	AR01	-36.1983333333333	-61.1361111111111	2018-01-23	19:48	foraging on vegetation	FALSE	This study	RW-C-AR0105-05-01-19.JPG	0.83858635078585	6.208	0.0503564271880375	0.733644127215665	0.215999445596297
AR0103	Argentina	AR01	-36.1822222222222	-61.1158333333333	2018-01-23	19:40	foraging on vegetation	FALSE	This study	RW-Z-AR0103-05-01-19.JPG	0.928336044542085	5.603	0.0413456166906487	0.715587158161387	0.243067225147965
AR0101	Argentina	AR01	-36.1527777777778	-61.0769444444445	2018-01-23	19:30	foraging on vegetation	FALSE	This study	RW-B-AR0101-05-01-19.JPG	0.888362712055568	7.925	0.0442255084372664	0.764565911307047	0.191208580255687
AR0315	Argentina	AR03	-35.8305555555556	-60.935	2018-01-23	19:00	foraging on vegetation	FALSE	This study	RW-V-AR0315-05-01-19.JPG	0.895063464961269	4.13	0.0203928633637246	0.763494801365529	0.216112335270747
AR0312	Argentina	AR03	-35.8113888888889	-60.8972222222222	2018-01-23	18:37	foraging on vegetation	FALSE	This study	RW-C-AR0312-05-01-19.JPG	0.846438689992669	5.261	0.0118768211723454	0.769898671988163	0.218224506839491
AR0311	Argentina	AR03	-35.8005555555556	-60.9108333333333	2018-01-23		foraging on vegetation	FALSE	This study	RW-V-AR_0311-03-14-19.JPG	0.860777224735213	12.367	0.0208616442822112	0.756216341278067	0.222922014439722
AR0309	Argentina	AR03	-35.7811111111111	-60.9194444444444	2018-01-23	17:58	foraging on vegetation	FALSE	This study	RW-Y-AR0309-05-30-19.JPG	0.888401159439614	5.44	0.0123232338172232	0.749781800922712	0.237894965260065
AR0308	Argentina	AR03	-35.7711111111111	-60.9061111111111	2018-01-23	17:46	foraging on vegetation	FALSE	This study	RW-R-AR0308-05-30-19.JPG	0.891676597139468	4.375	1.18619055011968e-05	0.817166471597539	0.18282166649696
AR0306	Argentina	AR03	-35.7597222222222	-60.8852777777778	2018-01-23	17:16	foraging on vegetation	FALSE	This study	RW-W-AR0306-05-01-19.JPG	0.885358406206484	6.62	0.00474135971948793	0.745173412023804	0.250085228256708
AR0302	Argentina	AR03	-35.7472222222222	-60.855	2018-01-23	16:50	foraging on vegetation	FALSE	This study	RW-A-AR_0302-03-14-19.JPG	0.88245960296593	2.747	0.0394046017405222	0.769181833749105	0.191413564510373
AR0305	Argentina	AR03	-35.7202777777778	-60.8741666666667	2018-01-23	17:08	foraging on vegetation	FALSE	This study	RW-Y-AR0305-05-01-19.JPG	0.884417211408627	6.923	0.039276162043765	0.727396595600015	0.23332724235622
AR0501	Argentina	AR05	-35.46	-60.9222222222222	2018-01-23	13:04	foraging on vegetation	FALSE	This study	LW-V-AR_0501-05-01-19.JPG	NA	3.396	0.0601116582712863	0.74677697734291	0.193111364385803
AR0504	Argentina	AR05	-35.4513888888889	-60.9022222222222	2018-01-23	13:21	foraging on vegetation	FALSE	This study	RW-C-AR0504-01-25-20.JPG	0.863412149457078	3.153	0.0259820935878885	0.726074439639415	0.247943466772697
AR0506	Argentina	AR05	-35.4397222222222	-60.9022222222222	2018-01-23	13:40	foraging on vegetation	FALSE	This study	RW-S-AR0506-05-30-19.JPG	0.901282948904722	6.21	0.0182159938846977	0.781671859101321	0.200112147013982
AR0507	Argentina	AR05	-35.4247222222222	-60.9158333333333	2018-01-23	13:48	foraging on vegetation	FALSE	This study	RW-V-AR0507-05-30-19.JPG	0.87127071977093	4.186	0.0158025192099953	0.714071133885598	0.270126346904406
AR0509	Argentina	AR05	-35.4083333333333	-60.9288888888889	2018-01-23	14:15	foraging on vegetation	FALSE	This study	RW-A-AR0509-05-30-19.JPG	0.874310336350183	2.864	0.0198969097926534	0.776831763964312	0.203271326243034
AR0515	Argentina	AR05	-35.3886111111111	-61.0097222222222	2018-01-23	14:59	foraging on vegetation	FALSE	This study	RW-S-AR0515-05-30-19.JPG	0.859516367021821	8.764	0.0728149666081717	0.766494604286661	0.160690429105168
AR0513	Argentina	AR05	-35.3877777777778	-60.9863888888889	2018-01-23	14:45	foraging on vegetation	FALSE	This study	RW-C-AR0513-05-30-19.JPG	0.825436155696355	3.402	0.157883575556688	0.56342629402579	0.278690130417521
AR0510	Argentina	AR05	-35.3866666666667	-60.9508333333333	2018-01-23	14:30	foraging on vegetation	FALSE	This study	RW-A-AR0510-05-30-19.JPG	0.891718188433572	5.227	0.0351324054323303	0.722308420081842	0.242559174485828
AR0511	Argentina	AR05	-35.3863888888889	-60.9619444444444	2018-01-23	14:35	foraging on vegetation	FALSE	This study	LW-B-AR_0511-03-14-19.JPG	0.894464260859268	3.241	0.0387863282845179	0.804670820657029	0.156542851058454
AR0613	Argentina	AR06	-35.0016666666667	-61.0533333333333	2018-01-23	11:32	foraging on vegetation	FALSE	This study	RW-Q-AR0613-05-30-19.JPG	0.87765108449999	2.939	0.0319540684387834	0.747831158752032	0.220214772809185
AR0617	Argentina	AR06	-34.9994444444444	-61.0344444444444	2018-01-23	11:51	foraging on vegetation	FALSE	This study	RW-T-AR_0617-03-14-19.JPG	0.906246879334258	2.42	0.0307816440957462	0.748997377766409	0.220220978137845
AR0611	Argentina	AR06	-34.9969444444444	-61.0355555555556	2018-01-23	11:08	foraging on vegetation	FALSE	This study	RW-A-AR0611-05-01-19.JPG	0.884710980506523	6.969	0.0898386489010195	0.694196878766492	0.215964472332489
AR0606	Argentina	AR06	-34.9941666666667	-61.0116666666667	2018-01-23	10:21	foraging on vegetation	FALSE	This study	RW-D-AR0606-05-15-19.JPG	0.781055709328049	4.114	0.0394502040622957	0.733678660275363	0.226871135662341
AR0605	Argentina	AR06	-34.9177777777778	-61.0147222222222	2018-01-23	9:37	foraging on vegetation	FALSE	This study	RW-D-AR0605-05-15-19.JPG	0.840869726870101	6.045	0.0607641673439382	0.708587560805755	0.230648271850307
AR0604	Argentina	AR06	-34.9077777777778	-61.0161111111111	2018-01-23	9:32	foraging on vegetation	FALSE	This study	RW-X-AR0604-05-30-19.JPG	0.899388748128927	6.147	0.0301021241373934	0.742068336358153	0.227829539504453
AR0603	Argentina	AR06	-34.8991666666667	-61.0061111111111	2018-01-23	9:25	foraging on vegetation	FALSE	This study	RW-V-AR0603-05-15-19.JPG	0.847118540982787	3.811	0.0345532009197621	0.762594017915857	0.202852781164381
AR0602	Argentina	AR06	-34.8942	-61	2018-01-23	9:20	foraging on vegetation	FALSE	This study	RW-Q-AR_0602-03-07-19.JPG	0.873476244225992	1.482	0.0344820029474342	0.772271334675598	0.193246662376968
AR0818	Argentina	AR08	-34.5761111111111	-60.9113888888889	2018-01-22	19:59	foraging on vegetation	FALSE	This study	RW-S-AR0818-05-01-19.JPG	0.855600840180271	9.59	0.021545110648826	0.773500003117985	0.204954886233189
AR0816	Argentina	AR08	-34.5730555555556	-60.9075	2018-01-22	19:53	foraging on vegetation	FALSE	This study	RW-V-AR0816-05-30-19.JPG	0.86795777581524	5.858	0.0428569250252923	0.727274544516706	0.229868530458002
AR0809	Argentina	AR08	-34.5694444444444	-60.9122222222222	2018-01-22	18:36	foraging on vegetation	FALSE	This study	RW-U-AR0809-05-30-19.JPG	0.910094994573033	9.755	0.02716514909692	0.756775570047331	0.216059280855749
AR0811	Argentina	AR08	-34.5686111111111	-60.905	2018-01-22	18:45	foraging on vegetation	FALSE	This study	RW-Z-AR0811-05-01-19.JPG	0.910528689333918	6.911	0.0363778900304222	0.727073789881446	0.236548320088132
AR0813	Argentina	AR08	-34.5638888888889	-60.8841666666667	2018-01-22	18:56	foraging on vegetation	FALSE	This study	RW-F-AR0813-05-15-19.JPG	0.846918602111243	4.934	0.0489453453549256	0.710112103082009	0.240942551563065
AR0814	Argentina	AR08	-34.5616666666667	-60.8738888888889	2018-01-22	19:05	foraging on vegetation	FALSE	This study	LW-Q-AR_0814-03-14-19.JPG	0.862654587078774	1.584	0.0612498051601816	0.724827438396265	0.213922756443554
AR0815	Argentina	AR08	-34.5613888888889	-60.8719444444444	2018-01-22	19:23	foraging on vegetation	FALSE	This study	RW-U-AR0815-05-01-19.JPG	0.874704025532474	4.536	0.0631610603591887	0.737876796865377	0.198962142775434
AR0804	Argentina	AR08	-34.5580555555556	-60.9294444444444	2018-01-22	17:37	foraging on vegetation	FALSE	This study	RW-D-AR_0804-03-14-19.JPG	0.835313463807783	8.116	0.0664590300839796	0.682722106719433	0.250818863196587
AR0802	Argentina	AR08	-34.5527777777778	-60.9313888888889	2018-01-22	16:45	foraging on vegetation	FALSE	This study	RW-H-AR0802-05-15-19.JPG	0.83885481281661	4.813	0.0614925965834921	0.7145097603352	0.223997643081308
AR0915	Argentina	AR09	-34.2030555555556	-60.7355555555556	2018-01-22	15:30	foraging on vegetation	FALSE	This study	RW-Q-AR0915-05-01-19.JPG	0.883847992789663	4.96	0.106801044965867	0.64327273836094	0.249926216673193
AR0907	Argentina	AR09	-34.1978	-60.7224	2018-01-22	14:10	foraging on vegetation	FALSE	This study	RW-G-AR0907-05-30-19.JPG	0.883969501895483	5.455	0.163556570130412	0.497517210937472	0.338926218932116
AR0910	Argentina	AR09	-34.1942	-60.7271	2018-01-22	14:30	foraging on vegetation	FALSE	This study	LW-S-AR_0910-03-14-19.JPG	0.873037592419036	5.085	0.0636597808791866	0.643502784208938	0.292837434911876
AR0903	Argentina	AR09	-34.1839	-60.6993	2018-01-22	13:20	foraging on vegetation	FALSE	This study	RW-A-AR0903-05-30-19.JPG	0.858144676610718	6.384	0.224089600367821	0.538646602797077	0.237263796835102
AR0904	Argentina	AR09	-34.1831	-60.6997	2018-01-22	13:25	foraging on vegetation	FALSE	This study	RW-W-AR0904-05-30-19.JPG	0.872926171423466	3.464	0.204151231795086	0.514435394276436	0.281413373928478
AR0913	Argentina	AR09	-34.1816666666667	-60.7391666666667	2018-01-22	15:00	foraging on vegetation	FALSE	This study	RW-F-AR0913-05-30-19.JPG	0.86374379283913	9.762	0.137699525475684	0.592384060044735	0.269916414479581
AR0902	Argentina	AR09	-34.1714	-60.6856	2018-01-22	13:15	foraging on vegetation	FALSE	This study	RW-F-AR_0902-03-14-19.JPG	0.877743407535612	3.295	0.114356425117318	0.571426330832307	0.314217244050375
AR0901	Argentina	AR09	-34.1315	-60.6625	2018-01-22	13:00	foraging on vegetation	FALSE	This study	RW-A-AR0901-05-15-19.JPG	0.854455249989296	5.474	0.218886174810452	0.456185009274722	0.324928815914826
AR1019	Argentina	AR10	-33.7536	-60.4401	2018-01-22	11:00	foraging on vegetation	FALSE	This study	RW-W-AR1019-05-15-19.JPG	0.870163909608874	5.429	0.186279105571386	0.506416074759462	0.307304819669152
AR1017	Argentina	AR10	-33.7525	-60.442	2018-01-22	10:50	foraging on vegetation	FALSE	This study	RW-G-AR1017-05-01-19.JPG	0.84633016217282	4.815	0.228783734958951	0.444707116202334	0.326509148838715
AR1016	Argentina	AR10	-33.7222222222222	-60.3747222222222	2018-01-22	10:45	foraging on vegetation	FALSE	This study	RW-C-AR_1016-03-14-19.JPG	0.813434909872175	1.636	0.162912756555402	0.485171887191771	0.351915356252827
AR1012	Argentina	AR10	-33.7133333333333	-60.3827777777778	2018-01-22	10:20	foraging on vegetation	FALSE	This study	RW-U-AR1012-05-15-19.JPG	0.863503003675207	2.592	0.205344829173293	0.431742705146758	0.362912465679949
AR1008	Argentina	AR10	-33.6763888888889	-60.3980555555556	2018-01-22	9:25	foraging on vegetation	FALSE	This study	RW-C-AR1008-05-15-19.JPG	0.796224409448819	5.625	0.201442729501459	0.452598520765248	0.345958749733293
AR1002	Argentina	AR10	-33.6694444444444	-60.3983333333333	2018-01-21	18:14	at entrance of a feral colony in an old gas tank	TRUE	This study	RW-W-AR_1002-03-14-19.JPG	0.888243152186183	3.436	0.248584870614363	0.272747610873881	0.478667518511755
AR1007	Argentina	AR10	-33.6608333333333	-60.3961111111111	2018-01-22	9:00	foraging on vegetation	FALSE	This study	RW-B-AR1007-05-30-19.JPG	0.859097037805032	6.172	0.232256127469706	0.365787754043766	0.401956118486528
AR1005	Argentina	AR10	-33.5988888888889	-60.3583333333333	2018-01-22	7:35	foraging on vegetation	FALSE	This study	RW-C-AR1005-01-25-20.JPG	0.828815162085644	9.609	0.175595191402663	0.485400222647332	0.339004585950005
AR1006	Argentina	AR10	-33.5919444444444	-60.3544444444444	2018-01-22	7:56	foraging on vegetation	FALSE	This study	RW-T-AR1006-05-30-19.JPG	0.856167210907747	10.983	0.234841414786509	0.395891688754456	0.369266896459034
AR1115	Argentina	AR11	-33.3263888888889	-60.2197222222222	2018-01-21	14:29	foraging on vegetation	FALSE	This study	RW-R-AR_1115-03-14-19.JPG	0.83887832501862	2.888	0.278783566707688	0.239013966475429	0.482202466816883
AR1113	Argentina	AR11	-33.3147222222222	-60.2338888888889	2018-01-21	14:18	foraging on vegetation	FALSE	This study	RW-C-AR1113-05-30-19.JPG	0.837356625487205	6.747	0.246133049873684	0.309802577062358	0.444064373063958
AR1112	Argentina	AR11	-33.3022222222222	-60.2513888888889	2018-01-21	13:28	foraging on vegetation	FALSE	This study	RW-V-AR1112-05-30-19.JPG	0.844593009129092	10.869	0.432808060050395	0.154804383256207	0.412387556693398
AR1109	Argentina	AR11	-33.2858333333333	-60.2730555555556	2018-01-21	13:08	foraging on vegetation	FALSE	This study	RW-D-AR1109-05-01-19.JPG	0.84534566307637	4.233	0.313330776586796	0.225942248934795	0.460726974478409
AR1107	Argentina	AR11	-33.2680555555556	-60.2888888888889	2018-01-21	13:00	foraging on vegetation	FALSE	This study	RW-A-AR1107-05-01-19.JPG	0.800325382837378	5.784	0.353124273091618	0.194224066748235	0.452651660160147
AR1101	Argentina	AR11	-33.2527777777778	-60.3461111111111	2018-01-21	12:06	foraging on vegetation	FALSE	This study	RW-B-AR1101-05-30-19.JPG	0.865127085895386	5.72	0.315341468576611	0.241339983868831	0.443318547554558
AR1106	Argentina	AR11	-33.2513888888889	-60.3072222222222	2018-01-21	12:47	foraging on vegetation	FALSE	This study	RW-B-AR1106-05-30-19.JPG	0.78268585337255	4.952	0.298338259829069	0.258756161211648	0.442905578959282
AR1103	Argentina	AR11	-33.2369444444444	-60.3288888888889	2018-01-21	12:18	foraging on vegetation	FALSE	This study	RW-C-AR1103-01-25-20.JPG	NA	2.278	0.257240335278286	0.35177455495053	0.390985109771184
AR1218	Argentina	AR12	-32.9719444444444	-60.7194444444444	2018-01-21	10:49	foraging on vegetation	FALSE	This study	R-R-AR1218-05-15-19.JPG	0.857162148499123	4.286	0.407559126472384	0.209435963286157	0.383004910241459
AR1201	Argentina	AR12	-32.9622222222222	-60.6563888888889	2018-01-15	16:15	foraging on vegetation	FALSE	This study	RW-T-AR_1201-03-14-19.JPG	NA	2.372	0.423297347357884	0.107719918561654	0.468982734080463
AR1205	Argentina	AR12	-32.9575	-60.64	2018-01-15	17:42	foraging on vegetation	FALSE	This study	RW-X-AR1205-05-30-19.JPG	0.839037664090637	5.218	0.410988629399594	0.166344145043545	0.422667225556862
AR1208	Argentina	AR12	-32.9486111111111	-60.6269444444444	2018-01-15	18:05	foraging on vegetation	FALSE	This study	RW-S-AR1208-05-15-19.JPG	0.83993537511317	4.524	0.316470756829058	0.280471455182877	0.403057787988065
AR1210	Argentina	AR12	-32.9333333333333	-60.6461111111111	2018-01-15	18:45	foraging on vegetation	FALSE	This study	RW-B-AR1210-05-01-19.JPG	0.801702043918729	4.387	0.360504899294765	0.181829334020507	0.457665766684728
AR1214	Argentina	AR12	-32.9097222222222	-60.6877777777778	2018-01-16	8:36	foraging on vegetation	FALSE	This study	RW-C-AR1214-01-25-20.JPG	0.788229591753978	8.958	0.357396458940009	0.168972313453711	0.47363122760628
AR1216	Argentina	AR12	-32.8936111111111	-60.7066666666667	2018-01-21	10:27	foraging on vegetation	FALSE	This study	RW-A-AR_1216-03-14-19.JPG	0.842339320882477	4.458	0.352989927100808	0.175138249397856	0.471871823501336
AR1215	Argentina	AR12	-32.8852777777778	-60.695	2018-01-16	8:52	foraging on vegetation	FALSE	This study	RW-A-AR1215-05-01-19.JPG	0.844457334139328	5.577	0.405032109321406	0.142643248813417	0.452324641865176
AR1302	Argentina	AR13	-32.7425	-60.7530555555556	2018-01-16	10:00	foraging on vegetation	FALSE	This study	NA	NA	6.884	0.44460855383761	0.128966518081378	0.426424928081012
AR1301	Argentina	AR13	-32.7336111111111	-60.7425	2018-01-16	9:43	foraging on vegetation	FALSE	This study	RW-S-AR1301-05-01-19.JPG	0.843392077804116	5.777	0.406436435319783	0.158997007059429	0.434566557620788
AR1303	Argentina	AR13	-32.7091666666667	-60.7477777777778	2018-01-16	10:22	foraging on vegetation	FALSE	This study	RW-U-AR_1303-03-14-19.JPG	0.835117353677693	8.171	0.390173919710318	0.147419256432321	0.462406823857361
AR1306	Argentina	AR13	-32.7072222222222	-60.7791666666667	2018-01-16	11:27	foraging on vegetation	FALSE	This study	RW-E-AR1306-05-15-19.JPG	0.85461539584824	6.087	0.432374041736487	0.119531436842241	0.448094521421272
AR1305	Argentina	AR13	-32.7016666666667	-60.7680555555556	2018-01-16	11:14	foraging on vegetation	FALSE	This study	RW-B-AR1305-05-15-19.JPG	0.861541330147407	4.86	0.420207134529704	0.136295313944586	0.44349755152571
AR1310	Argentina	AR13	-32.6641666666667	-60.7991666666667	2018-01-16	12:37	foraging on vegetation	FALSE	This study	RW-H-AR_1310-03-14-19.JPG	0.836026352288488	1.711	0.41342924775164	0.162514528467505	0.424056223780855
AR1311	Argentina	AR13	-32.6597222222222	-60.7875	2018-01-16	13:55	foraging on vegetation	FALSE	This study	RW-R-AR1311-05-01-19.JPG	0.83593594922907	5.372	0.498557273866671	0.0828179576585207	0.418624768474808
AR1314	Argentina	AR13	-32.6363888888889	-60.8183333333333	2018-01-16	14:47	foraging on vegetation	FALSE	This study	RW-E-AR1314-05-30-19.JPG	0.849523164457846	8.982	0.474851752953528	0.0955277435800949	0.429620503466378
AR1401	Argentina	AR14	-32.3647222222222	-60.9377777777778	2018-01-16	15:39	foraging on vegetation	FALSE	This study	RW-X-AR1401-05-15-19.JPG	0.856033287101248	3.91	0.461287136783104	0.0767272382401244	0.461985624976771
AR1405	Argentina	AR14	-32.3605555555556	-60.9447222222222	2018-01-16	16:18	foraging on vegetation	FALSE	This study	RW-W-AR1405-05-15-19.JPG	0.857559790343295	7.26	0.459057528512618	0.0951744629398942	0.445768008547488
AR1403	Argentina	AR14	-32.3558333333333	-60.9486111111111	2018-01-16	16:03	foraging on water within 5m of a feral colony	TRUE	This study	RW-X-AR_1403-03-14-19.JPG	0.845247771620635	1.666	0.433834682805435	0.103189838471968	0.462975478722598
AR1402	Argentina	AR14	-32.3513888888889	-60.9402777777778	2018-01-16	15:47	foraging on vegetation	FALSE	This study	RW-Z-AR1402-05-30-19.JPG	0.861294484546383	6.23	0.439065927837668	0.125174561980365	0.435759510181968
AR1406	Argentina	AR14	-32.2944444444444	-60.9647222222222	2018-01-16	16:40	foraging on vegetation	FALSE	This study	RW-W-AR1406-05-01-19.JPG	0.869789573194216	6.994	0.354079018536375	0.243317452935596	0.402603528528029
AR1407	Argentina	AR14	-32.2788888888889	-60.9827777777778	2018-01-16	16:46	foraging on vegetation	FALSE	This study	RW-H-AR1407-05-30-19.JPG	0.857963875205255	4.92	0.438760900822581	0.152479921222308	0.408759177955111
AR1409	Argentina	AR14	-32.2505555555556	-60.9866666666667	2018-01-16	17:00	foraging on vegetation	FALSE	This study	LW-C-AR1409-01-25-20.JPG	0.815454032068369	7.821	0.378235322912286	0.188110818349642	0.433653858738072
AR1413	Argentina	AR14	-32.2333333333333	-60.985	2018-01-16	19:20	foraging on vegetation	FALSE	This study	RW-H-AR1413-05-30-19.JPG	0.828285813630042	6.334	0.409688646930041	0.21604246914243	0.374268883927528
AR1410	Argentina	AR14	-32.2322222222222	-60.9758333333333	2018-01-16	17:47	foraging on vegetation	FALSE	This study	RW-B-AR_1410-03-14-19.JPG	0.788680178116028	10.955	0.517439835474886	0.0805739415254797	0.401986222999634
AR1506	Argentina	AR15	-32.0002777777778	-60.9208333333333	2018-01-17	8:52	foraging on vegetation	FALSE	This study	LW-S-AR_1506-03-14-19.JPG	0.809294619422572	5.907	0.462089871331693	0.157945194661054	0.379964934007254
AR1508	Argentina	AR15	-31.9994444444444	-60.9305555555556	2018-01-17	9:36	foraging on vegetation	FALSE	This study	RW-W-AR1508-05-30-19.JPG	0.847171251373601	4.034	0.340402795307318	0.345704645304491	0.313892559388191
AR1509	Argentina	AR15	-31.9947222222222	-60.9594444444445	2018-01-17	10:03	foraging on vegetation	FALSE	This study	RW-G-AR1509-05-30-19.JPG	0.817199367717473	7.515	0.41035630180879	0.272866638029377	0.316777060161833
AR1503	Argentina	AR15	-31.9825	-60.9166666666667	2018-01-17	8:22	foraging on vegetation	FALSE	This study	RW-X-AR1503-05-01-19.JPG	0.815223838460538	5.843	0.447465693224981	0.176153979346366	0.376380327428654
AR1510	Argentina	AR15	-31.9741666666667	-60.9375	2018-01-17	10:41	foraging on vegetation	FALSE	This study	RW-A-AR1510-05-30-19.JPG	0.809464708556832	3.126	0.550586078303534	0.125100994119016	0.32431292757745
AR1511	Argentina	AR15	-31.9644444444444	-60.9358333333333	2018-01-17	11:00	on ground within 5m of a feral colony in a utility pole	TRUE	This study	RW-A-AR_1511-03-14-19.JPG	0.81081219245561	4.243	0.385772285091912	0.234469381679386	0.379758333228703
AR1518	Argentina	AR15	-31.9641666666667	-60.9119444444444	2018-01-21	6:16	foraging on vegetation	FALSE	This study	RW-B-AR1518-05-30-19.JPG	0.859243438160951	3.465	0.462256804263136	0.122849082840468	0.414894112896396
AR1513	Argentina	AR15	-31.9513888888889	-60.9241666666667	2018-01-17	11:41	foraging on vegetation	FALSE	This study	RW-Y-AR1513-05-15-19.JPG	0.855756669601197	3.545	0.501188804467459	0.0989857943213255	0.399825401211215
AR1604	Argentina	AR16	-31.6936111111111	-60.7636111111111	2018-01-17	16:28	foraging on vegetation	FALSE	This study	RW-A-AR1604-05-30-19.JPG	0.803900959789107	9.575	0.407979243215268	0.280937962061035	0.311082794723697
AR1603	Argentina	AR16	-31.6869444444444	-60.7583333333333	2018-01-17	16:19	foraging on vegetation	FALSE	This study	RW-R-AR_1603-03-14-19.JPG	0.878248014023876	1.96	0.487077599032538	0.172455647901842	0.340466753065621
AR1605	Argentina	AR16	-31.6836111111111	-60.7772222222222	2018-01-17	16:46	foraging on vegetation	FALSE	This study	RW-B-AR1605-05-01-19.JPG	0.818320490741584	5.026	0.513210805948456	0.136194895276943	0.350594298774601
AR1601	Argentina	AR16	-31.6805555555556	-60.7736111111111	2018-01-17	15:55	foraging on vegetation	FALSE	This study	RW-C-AR1601-05-15-19.JPG	0.795042784009082	4.916	0.477874871942611	0.151660327796572	0.370464800260817
AR1609	Argentina	AR16	-31.6677777777778	-60.7525	2018-01-17	17:40	foraging on vegetation	FALSE	This study	RW-A-AR1609-05-15-19.JPG	0.814058795203425	6.565	0.527173937229925	0.0799105678799549	0.39291549489012
AR1606	Argentina	AR16	-31.6644444444444	-60.7627777777778	2018-01-17	17:02	foraging on vegetation	FALSE	This study	RW-C-AR1606-05-30-19.JPG	0.788290122648653	4.63	0.495844513884246	0.129957752546555	0.374197733569199
AR1612	Argentina	AR16	-31.6372222222222	-60.7197222222222	2018-01-17	18:30	foraging on vegetation	FALSE	This study	RW-Y-AR_1612-03-14-19.JPG	0.828598315420985	2.888	0.563964773191191	0.0673568137958354	0.368678413012974
AR1613	Argentina	AR16	-31.6286111111111	-60.7041666666667	2018-01-17	18:55	foraging on vegetation	FALSE	This study	RW-H-AR1613-05-30-19.JPG	0.835361053858371	4.149	0.560159944640458	0.0692890619857765	0.370550993373765
AR1614	Argentina	AR16	-31.6222222222222	-60.6975	2018-01-17	17:08	foraging on vegetation	FALSE	This study	RW-E-AR1614-05-01-19.JPG	0.81321769950123	7.516	0.545713122607487	0.0705619391328568	0.383724938259656
AR1902	Argentina	AR19	-31.2155555555556	-60.1627777777778	2018-01-18	9:18	foraging on vegetation	FALSE	This study	LW-U-AR1902-05-30-19.JPG	0.866779344968724	4.026	0.660533853459029	0.0141759499248809	0.32529019661609
AR1907	Argentina	AR19	-31.2022222222222	-60.16	2018-01-18	10:01	foraging on vegetation	FALSE	This study	RW-Y-AR1907-05-30-19.JPG	0.858636805555555	7.512	0.573009393673894	0.0488573962044124	0.378133210121693
AR1905	Argentina	AR19	-31.2002777777778	-60.1591666666667	2018-01-18	9:40	foraging on vegetation	FALSE	This study	RW-D-AR1905-05-01-19.JPG	0.787964168649814	5.136	0.631644984889173	0.0484495687750811	0.319905446335746
AR1906	Argentina	AR19	-31.2002777777778	-60.16	2018-01-18	9:47	foraging on vegetation	FALSE	This study	RW-Q-AR1906-05-15-19.JPG	0.880709774177869	5.779	0.429200779826586	0.27929116701503	0.291508053158384
AR1908	Argentina	AR19	-31.1838888888889	-60.1508333333333	2018-01-18	10:10	foraging on vegetation	FALSE	This study	RW-T-AR1908-05-30-19.JPG	0.840583195927027	5.15	0.610126299952603	0.0308384173563339	0.359035282691063
AR1910	Argentina	AR19	-31.1519444444444	-60.1363888888889	2018-01-18	10:48	foraging on vegetation	FALSE	This study	LW-U-AR_1910-03-14-19.JPG	0.84647993986096	3.977	0.587550737734366	0.0305028575083927	0.381946404757241
AR1913	Argentina	AR19	-31.14	-60.1322222222222	2018-01-18	10:53	foraging on vegetation	FALSE	This study	RW-Z-AR1913-05-15-19.JPG	0.824654382998337	8.248	0.585201923046116	0.0680812463650705	0.346716830588814
AR1915	Argentina	AR19	-31.1063888888889	-60.0958333333333	2018-01-18	11:28	foraging on vegetation	FALSE	This study	RW-G-AR_1915-03-14-19.JPG	0.87230768588927	5.084	0.560660194432841	0.0811610557459119	0.358178749821247
AR2002	Argentina	AR20	-30.7963888888889	-60.0038888888889	2018-01-18	11:55	at entrance of a feral colony in a utility pole	TRUE	This study	RW-A-AR_2002-03-14-19.JPG	0.794567731174393	3.658	0.653275144062216	0.0265145715519757	0.320210284385809
AR2004	Argentina	AR20	-30.7769444444444	-60.0002777777778	2018-01-18	12:14	foraging on vegetation	FALSE	This study	RW-Q-AR2004-05-30-19.JPG	0.82175601819971	5.736	0.633061751629685	0.0304023091411521	0.336535939229163
